Event,Date,UTC_Time,TimeControl,Result,White,Black,WhiteElo,BlackElo,ECO,Opening,TotalMoves,TimeCategory,TimeOfDay,GameLength,ResultClass,RatingDiff
Live Chess,2025.09.06,12:59:43,180+2,1-0,chessmaster88888888888888,alekscottz,1469,1399,B01,,41,Blitz,Afternoon,Medium,Loss,-70
Live Chess,2025.09.06,12:53:41,180+2,1-0,alekscottz,cubikrubik1,1406,1393,C29,,45,Blitz,Afternoon,Medium,Win,13
Live Chess,2025.09.05,22:11:25,180+2,1-0,NozzyC,alekscottz,1399,1398,A01,,49,Blitz,Night,Medium,Loss,-1
Live Chess,2025.09.05,22:00:46,180+2,1-0,alekscottz,NarouChess,1406,1410,B23,,101,Blitz,Night,Long,Win,-4
Live Chess,2025.09.05,21:33:27,180+2,1-0,alekscottz,HeitorOliveira80,1397,1367,C10,,79,Blitz,Night,Long,Win,30
Live Chess,2025.09.05,20:22:37,180+2,0-1,Mo3taz96,alekscottz,1369,1389,B01,,50,Blitz,Evening,Medium,Win,20
Live Chess,2025.09.05,14:02:58,180+2,1/2-1/2,alekscottz,golf98bag,1381,1370,B12,,134,Blitz,Afternoon,Long,Draw,11
Live Chess,2025.09.05,13:58:03,180+2,1-0,alekscottz,Cheeeeezy,1381,1343,B12,,46,Blitz,Afternoon,Medium,Win,38
Live Chess,2025.09.05,13:47:17,180+2,0-1,QuinJhomCo,alekscottz,1346,1373,B01,,88,Blitz,Afternoon,Long,Win,27
Live Chess,2025.09.05,12:59:05,180+2,0-1,XconZA,alekscottz,1347,1365,B01,,52,Blitz,Afternoon,Medium,Win,18
Live Chess,2025.09.05,12:49:34,180+2,1-0,alekscottz,grainfong,1357,1337,B01,,43,Blitz,Afternoon,Medium,Win,20
Live Chess,2025.09.05,12:27:28,180+2,1-0,NK_Checks,alekscottz,1464,1349,D80,,111,Blitz,Afternoon,Long,Loss,-115
Live Chess,2025.09.05,12:20:11,180+2,0-1,FredLipp,alekscottz,1344,1355,B01,,48,Blitz,Afternoon,Medium,Win,11
Live Chess,2025.09.04,20:32:42,180+2,0-1,alekscottz,bobinos,1347,1384,B06,,44,Blitz,Evening,Medium,Loss,-37
Live Chess,2025.09.04,20:31:18,180+2,0-1,alekscottz,DanielLopez09,1355,1350,C28,,22,Blitz,Evening,Short,Loss,5
Live Chess,2025.09.04,20:24:05,180+2,1-0,Kings_Pion,alekscottz,1400,1363,A01,,55,Blitz,Evening,Medium,Loss,-37
Live Chess,2025.09.04,20:14:36,180+2,1-0,alekscottz,imaleon,1371,1350,C28,,37,Blitz,Evening,Medium,Win,21
Live Chess,2025.09.04,15:42:31,180+2,0-1,alekscottz,camsweetheart,1363,1385,C25,,64,Blitz,Afternoon,Long,Loss,-22
Live Chess,2025.09.04,14:17:54,180+2,0-1,SuhaibJaf,alekscottz,1387,1371,B07,,50,Blitz,Afternoon,Medium,Win,-16
Live Chess,2025.09.04,13:54:41,180+2,0-1,DrGaus,alekscottz,1325,1362,D85,,120,Blitz,Afternoon,Long,Win,37
Live Chess,2025.09.04,13:33:51,180+2,1-0,alekscottz,stuckfished,1355,1348,B01,,141,Blitz,Afternoon,Long,Win,7
Live Chess,2025.09.04,02:11:03,180+2,0-1,yuvrajcmehra,alekscottz,1352,1347,B01,,110,Blitz,Night,Long,Win,-5
Live Chess,2025.09.04,01:53:35,180+2,0-1,alekscottz,TomSegura,1339,1351,B23,,48,Blitz,Night,Medium,Loss,-12
Live Chess,2025.09.04,01:29:03,180+2,1/2-1/2,alekscottz,Sharvil-CheckMaster,1347,1368,C00,,77,Blitz,Night,Long,Draw,-21
Live Chess,2025.09.04,00:59:50,180+2,0-1,Dasent777,alekscottz,1358,1347,A15,,72,Blitz,Night,Long,Win,-11
Live Chess,2025.09.04,00:17:32,180+2,1-0,fenemauri,alekscottz,1347,1338,B01,,119,Blitz,Night,Long,Loss,-9
Live Chess,2025.09.04,00:09:40,180+2,0-1,tyard,alekscottz,1339,1346,B01,,72,Blitz,Night,Long,Win,7
Live Chess,2025.09.03,21:19:57,180+2,0-1,alekscottz,cuadri14,1338,1345,B23,,88,Blitz,Night,Long,Loss,-7
Live Chess,2025.09.03,21:13:23,180+2,1-0,elredel,alekscottz,1365,1346,D78,,45,Blitz,Night,Medium,Loss,-19
Live Chess,2025.09.03,21:07:31,180+2,1-0,ZenOfTheBoard,alekscottz,1385,1354,B01,,49,Blitz,Night,Medium,Loss,-31
Live Chess,2025.09.03,19:07:08,180+2,1-0,alekscottz,Yurchamurcha,1362,1340,C10,,75,Blitz,Evening,Long,Win,22
Live Chess,2025.09.03,18:59:03,180+2,0-1,alekscottz,clockware,1354,1434,C03,,42,Blitz,Evening,Medium,Loss,-80
Live Chess,2025.09.03,15:14:18,180+2,0-1,alekscottz,nhvietnhviet,1361,1364,C25,,60,Blitz,Afternoon,Long,Loss,-3
Live Chess,2025.09.03,13:58:56,180+2,1-0,arsalan1797,alekscottz,1385,1369,A45,,109,Blitz,Afternoon,Long,Loss,-16
Live Chess,2025.09.03,13:46:49,180+2,1-0,alekscottz,BlackHopes,1377,1359,C29,,141,Blitz,Afternoon,Long,Win,18
Live Chess,2025.09.03,02:46:31,180+2,1-0,cal16,alekscottz,1382,1369,D93,,53,Blitz,Night,Medium,Loss,-13
Live Chess,2025.09.03,02:44:42,180+2,0-1,alekscottz,anandupr,1377,1375,C25,,24,Blitz,Night,Short,Loss,2
Live Chess,2025.09.02,23:37:00,180+2,1-0,Marcos_Monte,alekscottz,1407,1385,B01,,79,Blitz,Night,Long,Loss,-22
Live Chess,2025.09.02,23:19:29,180+2,0-1,bielzinshow,alekscottz,1469,1393,D82,,56,Blitz,Night,Medium,Win,-76
Live Chess,2025.09.02,23:13:17,180+2,1-0,alekscottz,ramseth24,1383,1353,C25,,47,Blitz,Night,Medium,Win,30
Live Chess,2025.09.02,23:05:33,180+2,0-1,c0mr4t,alekscottz,1365,1375,D80,,66,Blitz,Night,Long,Win,10
Live Chess,2025.09.02,19:12:03,180+2,0-1,alekscottz,Saccapus,1367,1386,C28,,120,Blitz,Evening,Long,Loss,-19
Live Chess,2025.09.02,19:05:55,180+2,0-1,alekscottz,CutiePatoots,1375,1419,C02,,22,Blitz,Evening,Short,Loss,-44
Live Chess,2025.09.02,18:52:13,180+2,0-1,Nm_2000,alekscottz,1363,1382,B01,,138,Blitz,Evening,Long,Win,19
Live Chess,2025.09.02,18:40:02,180+2,1-0,alekscottz,Schtromberg,1374,1354,B23,,21,Blitz,Evening,Short,Win,20
Live Chess,2025.09.02,15:35:13,180+2,0-1,ravi_starent,alekscottz,1342,1366,B01,,96,Blitz,Afternoon,Long,Win,24
Live Chess,2025.09.02,15:26:22,180+2,0-1,Idk_theory,alekscottz,1321,1358,D02,,86,Blitz,Afternoon,Long,Win,37
Live Chess,2025.09.02,14:45:59,180+2,1-0,alekscottz,NonnoUgo29,1350,1321,C29,,15,Blitz,Afternoon,Short,Win,29
Live Chess,2025.09.02,14:31:51,180+2,1-0,alekscottz,Regi97,1342,1330,C11,,95,Blitz,Afternoon,Long,Win,12
Live Chess,2025.09.02,13:50:09,180+2,1-0,Lenno999,alekscottz,1333,1334,A48,,69,Blitz,Afternoon,Long,Loss,1
Live Chess,2025.09.02,13:39:41,180+2,1-0,alekscottz,DGIE99,1342,1352,B00,,69,Blitz,Afternoon,Long,Win,-10
Live Chess,2025.09.02,13:05:15,180+2,1-0,Elshana89,alekscottz,1329,1333,B01,,51,Blitz,Afternoon,Medium,Loss,4
Live Chess,2025.09.02,01:49:56,180+2,1-0,Gaiathefiercerook,alekscottz,1343,1341,D94,,99,Blitz,Night,Long,Loss,-2
Live Chess,2025.09.02,01:33:38,180+2,1-0,alekscottz,fqblue,1349,1428,C25,,25,Blitz,Night,Short,Win,-79
Live Chess,2025.09.02,01:30:22,180+2,1-0,alekscottz,Dchildress70,1339,1337,B12,,51,Blitz,Night,Medium,Win,2
Live Chess,2025.09.02,01:25:03,180+2,1-0,alekscottz,jerryyt,1331,1313,B23,,37,Blitz,Night,Medium,Win,18
Live Chess,2025.09.02,01:21:00,180+2,0-1,joehippoman,alekscottz,1312,1323,B06,,43,Blitz,Night,Medium,Win,11
Live Chess,2025.09.02,01:12:05,180+2,1-0,alekscottz,Blinkidu,1315,1285,C25,,85,Blitz,Night,Long,Win,30
Live Chess,2025.09.01,21:08:55,180+2,0-1,Pavvlito2137,alekscottz,1299,1307,B01,,54,Blitz,Night,Medium,Win,8
Live Chess,2025.09.01,20:46:33,180+2,1-0,alekscottz,Leif_prest,1299,1288,C25,,73,Blitz,Evening,Long,Win,11
Live Chess,2025.09.01,20:44:40,180+2,1-0,BorjaEsMejorQtu,alekscottz,1328,1291,A16,,19,Blitz,Evening,Short,Loss,-37
Live Chess,2025.09.01,18:33:44,180+2,0-1,alekscottz,nikhiljain0605,1299,1295,C25,,78,Blitz,Evening,Long,Loss,4
Live Chess,2025.09.01,18:26:57,180+2,1-0,alekscottz,Schach0366,1308,1313,C25,,69,Blitz,Evening,Long,Win,-5
Live Chess,2023.01.01,06:34:01,600,0-1,C1TED35,alekscottz,685,732,B23,,122,Blitz,Morning,Long,Win,47
Live Chess,2023.01.01,00:20:21,600,1-0,alekscottz,Granty06,725,702,A21,,83,Blitz,Night,Long,Win,23
Live Chess,2023.01.01,00:13:49,600,1-0,AliTheHutt,alekscottz,696,717,A04,,53,Blitz,Night,Medium,Loss,21
Live Chess,2022.12.31,23:54:39,600,1-0,GarrickD,alekscottz,748,726,B23,,125,Blitz,Night,Long,Loss,-22
Live Chess,2022.12.31,23:52:21,600,1-0,alekscottz,JohnBungalo,734,735,A22,,24,Blitz,Night,Short,Win,-1
Live Chess,2022.12.31,23:45:52,600,1-0,alekscottz,Marco_Rivolta,726,750,A20,,28,Blitz,Night,Short,Win,-24
Live Chess,2022.12.31,23:18:04,600,1/2-1/2,vaitomapau,alekscottz,712,717,B22,,139,Blitz,Night,Long,Draw,5
Live Chess,2022.12.31,22:36:05,600,1-0,alekscottz,madenoglu,717,668,A03,,95,Blitz,Night,Long,Win,49
Live Chess,2022.12.31,22:20:52,600,1-0,alekscottz,ChessOwenA,710,684,A02,,109,Blitz,Night,Long,Win,26
Live Chess,2022.12.31,21:27:42,600,1-0,esmdb,alekscottz,682,702,B23,,37,Blitz,Night,Medium,Loss,20
Live Chess,2022.12.31,21:18:52,600,0-1,chrisms123,alekscottz,657,711,B23,,58,Blitz,Night,Medium,Win,54
Live Chess,2022.12.31,20:48:08,600,1-0,brezilya,alekscottz,759,704,B20,,147,Blitz,Evening,Long,Loss,-55
Live Chess,2022.12.31,20:33:38,600,1-0,alekscottz,antprofessional,711,735,A25,,51,Blitz,Evening,Medium,Win,-24
Live Chess,2022.12.31,20:20:39,600,0-1,alekscottz,marvjulius,702,706,A22,,86,Blitz,Evening,Long,Loss,-4
Live Chess,2022.12.31,15:26:50,600,0-1,zameerkhan45,alekscottz,684,710,B30,,66,Blitz,Afternoon,Long,Win,26
Live Chess,2022.12.31,15:17:06,600,0-1,SHIELDTHOR,alekscottz,680,702,B20,,24,Blitz,Afternoon,Short,Win,22
Live Chess,2022.12.31,06:51:42,600,1-0,alekscottz,Duvangir1957,694,689,A13,,95,Blitz,Morning,Long,Win,5
Live Chess,2022.12.31,06:47:46,600,1-0,NickShoey,alekscottz,750,686,B20,,21,Blitz,Morning,Short,Loss,-64
Live Chess,2022.12.31,06:33:22,600,0-1,achiiint,alekscottz,686,693,A00,,68,Blitz,Morning,Long,Win,7
Live Chess,2022.12.31,06:02:09,600,0-1,alekscottz,gudlay_25,685,680,A21,,156,Blitz,Morning,Long,Loss,5
Live Chess,2022.12.30,21:28:23,600,0-1,alekscottz,GumbleTWOGumble,694,750,A25,,16,Blitz,Night,Short,Loss,-56
Live Chess,2022.12.30,20:21:34,600,1-0,Xergxes,alekscottz,685,701,B23,,37,Blitz,Evening,Medium,Loss,16
Live Chess,2022.12.30,20:15:14,600,0-1,alekscottz,Cocodupe,710,746,A21,,60,Blitz,Evening,Long,Loss,-36
Live Chess,2022.12.30,19:43:37,600,0-1,alekscottz,hodeihodei,718,778,A20,,56,Blitz,Evening,Medium,Loss,-60
Live Chess,2022.12.30,19:12:11,600,0-1,alekscottz,MrJonCorleone,725,764,D07,,92,Blitz,Evening,Long,Loss,-39
Live Chess,2022.12.30,17:44:34,600,1-0,jgbadass,alekscottz,764,732,B23,,119,Blitz,Evening,Long,Loss,-32
Live Chess,2022.12.30,17:36:09,600,0-1,HaroonAshraf276,alekscottz,728,740,A00,,54,Blitz,Evening,Medium,Win,12
Live Chess,2022.12.30,17:29:40,600,1-0,brazyboats,alekscottz,739,732,D02,,57,Blitz,Evening,Medium,Loss,-7
Live Chess,2022.12.30,17:19:31,600,0-1,alekscottz,Huzyfa25,740,718,A25,,42,Blitz,Evening,Medium,Loss,22
Live Chess,2022.12.30,17:08:31,600,1-0,alekscottz,NullerinoChessMaster,749,756,A25,,77,Blitz,Evening,Long,Win,-7
Live Chess,2022.12.30,04:45:37,600,1-0,jefflos,alekscottz,749,740,B20,,169,Blitz,Night,Long,Loss,-9
Live Chess,2022.12.30,04:31:39,600,0-1,alekscottz,DUNGNgunhat,748,756,D20,,44,Blitz,Night,Medium,Loss,-8
Live Chess,2022.12.30,04:25:24,600,0-1,AZDOCTO,alekscottz,755,756,D02,,50,Blitz,Night,Medium,Win,1
Live Chess,2022.12.30,03:26:37,600,0-1,alekscottz,omegapowercs,748,799,A10,,54,Blitz,Night,Medium,Loss,-51
Live Chess,2022.12.30,03:20:27,600,0-1,alekscottz,iyyappanr,755,806,A40,,74,Blitz,Night,Long,Loss,-51
Live Chess,2022.12.30,03:03:57,600,1-0,alekscottz,jdiz86,762,746,A21,,53,Blitz,Night,Medium,Win,16
Live Chess,2022.12.30,03:00:18,600,1-0,xenobynx,alekscottz,773,754,B23,,17,Blitz,Night,Short,Loss,-19
Live Chess,2022.12.30,01:04:30,600,0-1,fatmiko,alekscottz,740,762,B23,,152,Blitz,Night,Long,Win,22
Live Chess,2022.12.30,00:51:51,600,1-0,alekscottz,Micpyo,754,675,D02,,43,Blitz,Night,Medium,Win,79
Live Chess,2022.12.29,23:23:22,600,0-1,elpelaaa,alekscottz,703,748,B21,,84,Blitz,Night,Long,Win,45
Live Chess,2022.12.29,23:04:47,600,0-1,alekscottz,JanCheese,741,748,D20,,48,Blitz,Night,Medium,Loss,-7
Live Chess,2022.12.29,19:48:48,600,1-0,markpham1105,alekscottz,737,749,A80,,51,Blitz,Evening,Medium,Loss,12
Live Chess,2022.12.29,15:59:17,600,1-0,alekscottz,patildip,758,723,A10,,49,Blitz,Afternoon,Medium,Win,35
Live Chess,2022.12.29,15:49:41,600,1-0,Akanc,alekscottz,740,750,B23,,59,Blitz,Afternoon,Medium,Loss,10
Live Chess,2022.12.29,15:20:59,600,0-1,alekscottz,Tuanhami,759,764,A10,,106,Blitz,Afternoon,Long,Loss,-5
Live Chess,2022.12.29,15:01:55,600,1-0,undercutter32,alekscottz,806,767,B20,,135,Blitz,Afternoon,Long,Loss,-39
Live Chess,2022.12.29,14:56:36,600,1-0,alekscottz,Mohamed_Abdelhak,774,772,A11,,25,Blitz,Afternoon,Short,Win,2
Live Chess,2022.12.29,14:46:05,600,1-0,alekscottz,phxman80,766,754,A21,,38,Blitz,Afternoon,Medium,Win,12
Live Chess,2022.12.29,06:26:32,600,1-0,alekscottz,Bokera11,758,733,A47,,111,Blitz,Morning,Long,Win,25
Live Chess,2022.12.29,06:17:39,600,1-0,1gracar1,alekscottz,804,750,D02,,29,Blitz,Morning,Short,Loss,-54
Live Chess,2022.12.29,06:16:59,600,1-0,gikksvv,alekscottz,765,757,B20,,7,Blitz,Morning,Short,Loss,-8
Live Chess,2022.12.29,06:10:58,600,0-1,raulogaz1,alekscottz,727,765,B21,,32,Blitz,Morning,Medium,Win,38
Live Chess,2022.12.29,05:52:17,600,1-0,alekscottz,jpark356,758,763,D02,,22,Blitz,Morning,Short,Win,-5
Live Chess,2022.12.29,05:48:02,600,0-1,bluepickle27,alekscottz,790,750,B23,,38,Blitz,Morning,Medium,Win,-40
Live Chess,2022.12.29,05:31:55,600,1-0,alekscottz,NutzDeep07,741,712,D02,,61,Blitz,Morning,Long,Win,29
Live Chess,2022.12.29,03:43:24,600,1/2-1/2,alekscottz,Dhooooooooooo,733,704,A20,,128,Blitz,Night,Long,Draw,29
Live Chess,2022.12.29,03:37:14,600,0-1,Ubaidra,alekscottz,737,734,B20,,52,Blitz,Night,Medium,Win,-3
Live Chess,2022.12.29,03:18:53,600,0-1,veronicaferri,alekscottz,698,726,B20,,84,Blitz,Night,Long,Win,28
Live Chess,2022.12.28,15:23:46,600,0-1,alekscottz,Clearallmoves,718,772,A25,,58,Blitz,Afternoon,Medium,Loss,-54
Live Chess,2022.12.28,15:08:41,600,1-0,alekscottz,billythebartlett,725,694,A22,,69,Blitz,Afternoon,Long,Win,31
Live Chess,2022.12.28,03:34:58,600,1-0,Yandelitoo,alekscottz,745,717,A43,,23,Blitz,Night,Short,Loss,-28
Live Chess,2022.12.28,03:05:46,600,1-0,om7852,alekscottz,713,725,B21,,13,Blitz,Night,Short,Loss,12
Live Chess,2022.12.28,02:55:18,600,1-0,Orpheus32,alekscottz,760,734,B21,,125,Blitz,Night,Long,Loss,-26
Live Chess,2022.12.28,02:34:09,600,0-1,alekscottz,Marcelinoweakasf,742,758,A22,,106,Blitz,Night,Long,Loss,-16
Live Chess,2022.12.28,01:50:26,600,0-1,alekscottz,Jonasuii,750,738,A25,,44,Blitz,Night,Medium,Loss,12
Live Chess,2022.12.28,00:54:18,600,1-0,alekscottz,Zefanscof,759,777,D10,,31,Blitz,Night,Medium,Win,-18
Live Chess,2022.12.28,00:38:22,600,0-1,alekscottz,abdullahrwaraich,750,794,A20,,72,Blitz,Night,Long,Loss,-44
Live Chess,2022.12.28,00:27:11,600,1-0,uninapoli,alekscottz,777,757,A80,,73,Blitz,Night,Long,Loss,-20
Live Chess,2022.12.28,00:18:12,600,1-0,osto9,alekscottz,748,765,A40,,75,Blitz,Night,Long,Loss,17
Live Chess,2022.12.28,00:09:11,600,0-1,alekscottz,fvt7,774,759,A21,,56,Blitz,Night,Medium,Loss,15
Live Chess,2022.12.28,00:00:54,600,0-1,alekscottz,VINDICATOR12,783,755,E60,,62,Blitz,Night,Long,Loss,28
Live Chess,2022.12.27,23:58:21,600,1-0,alekscottz,jj22KN77,792,819,D30,,18,Blitz,Night,Short,Win,-27
Live Chess,2022.12.27,22:45:09,600,0-1,Tahmid_Hossain_Khan,alekscottz,736,783,B20,,58,Blitz,Night,Medium,Win,47
Live Chess,2022.12.27,22:24:17,600,0-1,scartak,alekscottz,784,775,B30,,52,Blitz,Night,Medium,Win,-9
Live Chess,2022.12.27,22:18:06,600,1-0,Cerqueira93,alekscottz,813,766,A00,,57,Blitz,Night,Medium,Loss,-47
Live Chess,2022.12.27,19:33:40,600,0-1,alekscottz,aleceden,773,825,A34,,72,Blitz,Evening,Long,Loss,-52
Live Chess,2022.12.27,19:08:00,600,0-1,adewarawiri,alekscottz,759,780,A80,,70,Blitz,Evening,Long,Win,21
Live Chess,2022.12.27,18:55:52,600,0-1,alekscottz,dksgnsxo,772,742,A20,,54,Blitz,Evening,Medium,Loss,30
Live Chess,2022.12.27,18:31:12,600,1/2-1/2,Aalst,alekscottz,779,781,A00,,138,Blitz,Evening,Long,Draw,2
Live Chess,2022.12.27,18:28:59,600,1-0,ji9ar,alekscottz,837,781,B20,,15,Blitz,Evening,Short,Loss,-56
Live Chess,2022.12.27,17:54:31,600,1-0,alekscottz,thailandmatt,788,781,A22,,81,Blitz,Evening,Long,Win,7
Live Chess,2022.12.26,03:38:00,600,1-0,alekscottz,don150776,780,753,A21,,35,Blitz,Night,Medium,Win,27
Live Chess,2022.12.26,03:15:52,600,0-1,alekscottz,alengalvan,772,808,D20,,56,Blitz,Night,Medium,Loss,-36
Live Chess,2022.12.26,03:12:05,600,1-0,alekscottz,louimokaied,780,811,A10,,23,Blitz,Night,Short,Win,-31
Live Chess,2022.12.25,16:50:52,600,1-0,HaseebHayyat,alekscottz,777,771,B33,,65,Blitz,Afternoon,Long,Loss,-6
Live Chess,2022.12.25,16:37:48,600,1-0,Boomerangatang,alekscottz,825,779,B30,,75,Blitz,Afternoon,Long,Loss,-46
Live Chess,2022.12.25,16:32:45,600,0-1,MarkusDonato,alekscottz,766,786,B27,,30,Blitz,Afternoon,Medium,Win,20
Live Chess,2022.12.25,16:17:41,600,1-0,sajjadmog,alekscottz,824,778,A40,,29,Blitz,Afternoon,Short,Loss,-46
Live Chess,2022.12.25,16:16:29,600,0-1,alekscottz,Madhan003,785,795,A10,,14,Blitz,Afternoon,Short,Loss,-10
Live Chess,2022.12.25,16:12:59,600,1-0,PENTILN,alekscottz,838,793,A00,,29,Blitz,Afternoon,Short,Loss,-45
Live Chess,2022.12.25,15:51:39,600,1-0,alekscottz,charieiscoming,800,810,A34,,157,Blitz,Afternoon,Long,Win,-10
Live Chess,2022.12.25,15:37:39,600,1-0,sitnight,alekscottz,825,791,B12,,62,Blitz,Afternoon,Long,Loss,-34
Live Chess,2022.12.25,15:33:15,600,0-1,Stuartdbest,alekscottz,821,799,B20,,14,Blitz,Afternoon,Short,Win,-22
Live Chess,2022.12.25,13:55:09,600,0-1,alekscottz,REZFFF,790,804,A10,,58,Blitz,Afternoon,Medium,Loss,-14
Live Chess,2022.12.25,13:46:08,600,0-1,alekscottz,El_Rapko,798,842,A25,,56,Blitz,Afternoon,Medium,Loss,-44
Live Chess,2022.12.25,13:41:11,600,0-1,alekscottz,LYDIA_kefalonia,805,844,A21,,46,Blitz,Afternoon,Medium,Loss,-39
Live Chess,2022.12.25,13:40:26,600,0-1,alekscottz,francr22,812,873,A21,,10,Blitz,Afternoon,Short,Loss,-61
Live Chess,2022.12.25,13:10:54,600,0-1,Mehrzad_128,alekscottz,826,819,A00,,44,Blitz,Afternoon,Medium,Win,-7
Live Chess,2022.12.25,03:53:38,600,1-0,ghany990,alekscottz,831,810,A00,,75,Blitz,Night,Long,Loss,-21
Live Chess,2022.12.25,02:53:27,600,1/2-1/2,alekscottz,MonhstaMike,818,774,A11,,146,Blitz,Night,Long,Draw,44
Live Chess,2022.12.25,02:39:18,600,0-1,Dream_Gambit,alekscottz,842,819,B23,,34,Blitz,Night,Medium,Win,-23
Live Chess,2022.12.25,02:35:06,600,1-0,alekscottz,PreparedCat,810,777,A22,,39,Blitz,Night,Medium,Win,33
Live Chess,2022.12.25,02:29:19,600,0-1,alekscottz,PerplexedGibbon33,802,789,A34,,46,Blitz,Night,Medium,Loss,13
Live Chess,2022.12.25,02:26:30,600,1-0,mvuljak,alekscottz,850,811,B00,,23,Blitz,Night,Short,Loss,-39
Live Chess,2022.12.25,02:16:19,600,0-1,alekscottz,Kameltreiberinho,818,801,A21,,48,Blitz,Night,Medium,Loss,17
Live Chess,2022.12.25,00:09:38,600,0-1,alekscottz,agudelos,827,828,A21,,54,Blitz,Night,Medium,Loss,-1
Live Chess,2022.12.24,23:57:20,600,0-1,JakeChapman32,alekscottz,817,835,B27,,68,Blitz,Night,Long,Win,18
Live Chess,2022.12.24,23:37:54,600,0-1,Krecs0,alekscottz,812,827,B27,,40,Blitz,Night,Medium,Win,15
Live Chess,2022.12.24,23:13:29,600,1-0,alekscottz,Joepern,819,826,A10,,49,Blitz,Night,Medium,Win,-7
Live Chess,2022.12.24,21:56:21,600,0-1,saraclair,alekscottz,766,810,B20,,58,Blitz,Night,Medium,Win,44
Live Chess,2022.12.24,21:36:47,600,0-1,alekscottz,Chucks_Chess,803,859,A21,,48,Blitz,Night,Medium,Loss,-56
Live Chess,2022.12.24,21:28:13,600,1-0,TimFleck2004,alekscottz,868,810,D00,,35,Blitz,Night,Medium,Loss,-58
Live Chess,2022.12.24,21:20:56,600,0-1,alekscottz,1meldmaster,817,809,A21,,44,Blitz,Night,Medium,Loss,8
Live Chess,2022.12.24,20:28:24,600,1-0,ahoff1123,alekscottz,799,826,B23,,55,Blitz,Evening,Medium,Loss,27
Live Chess,2022.12.24,19:52:22,600,1-0,alekscottz,Ch3ssgod1,835,573,A34,,71,Blitz,Evening,Long,Win,262
Live Chess,2022.12.24,19:47:07,600,0-1,Ch3ssgod1,alekscottz,636,830,D00,,24,Blitz,Evening,Short,Win,194
Live Chess,2022.12.24,18:45:41,600,0-1,alekscottz,flojolo,822,754,A40,,101,Blitz,Evening,Long,Loss,68
Live Chess,2022.12.24,18:32:57,600,0-1,Dipesh695,alekscottz,742,832,B20,,48,Blitz,Evening,Medium,Win,90
Live Chess,2022.12.24,18:25:24,600,1-0,jdjwjxjwjxi,alekscottz,831,826,D07,,47,Blitz,Evening,Medium,Loss,-5
Live Chess,2022.12.24,17:55:29,600,1-0,alekscottz,RuinedKing123,834,778,A25,,39,Blitz,Evening,Medium,Win,56
Live Chess,2022.12.24,07:21:24,600,0-1,varinderyaduvanshi,alekscottz,723,827,A01,,40,Blitz,Morning,Medium,Win,104
Live Chess,2022.12.24,07:04:23,600,1-0,ArsLupin99,alekscottz,855,820,B20,,155,Blitz,Morning,Long,Loss,-35
Live Chess,2022.12.24,05:27:34,600,0-1,mainguyennhatnguyen,alekscottz,778,828,B30,,152,Blitz,Morning,Long,Win,50
Live Chess,2022.12.24,05:22:05,600,1-0,alekscottz,shrbchs,821,868,D06,,9,Blitz,Morning,Short,Win,-47
Live Chess,2022.12.24,04:54:37,600,0-1,alekscottz,rajpootsanjay1228,811,816,A21,,96,Blitz,Night,Long,Loss,-5
Live Chess,2022.12.24,04:45:51,600,0-1,jibbe100,alekscottz,751,819,A80,,38,Blitz,Night,Medium,Win,68
Live Chess,2022.12.24,04:40:31,600,1/2-1/2,alekscottz,Mand1982,812,908,A21,,38,Blitz,Night,Medium,Draw,-96
Live Chess,2022.12.24,04:39:07,600,1-0,alekscottz,AnalSauce200,810,715,A10,,7,Blitz,Night,Short,Win,95
Live Chess,2022.12.24,04:24:40,600,0-1,olddebadan,alekscottz,782,802,B20,,66,Blitz,Night,Long,Win,20
Live Chess,2022.12.24,04:23:59,600,1-0,alekscottz,QueenCynder,794,688,A10,,11,Blitz,Night,Short,Win,106
Live Chess,2022.12.24,04:05:39,600,0-1,alekscottz,jarang_turu,788,855,A11,,82,Blitz,Night,Long,Loss,-67
Live Chess,2022.12.24,03:19:51,600,1/2-1/2,0404ABRAHAMM,alekscottz,870,795,A00,,118,Blitz,Night,Long,Draw,-75
Live Chess,2022.12.24,03:01:11,600,1-0,alekscottz,AMIRHOMIE,793,756,A16,,59,Blitz,Night,Medium,Win,37
Live Chess,2022.12.24,02:42:58,600,0-1,Kirill1902,alekscottz,813,785,B20,,96,Blitz,Night,Long,Win,-28
Live Chess,2022.12.24,02:31:49,600,1/2-1/2,skiinggod,alekscottz,759,776,D00,,70,Blitz,Night,Long,Draw,17
Live Chess,2022.12.24,01:00:14,600,0-1,alekscottz,drewbowsher,776,743,A25,,86,Blitz,Night,Long,Loss,33
Live Chess,2022.12.24,00:54:36,600,1-0,alekscottz,802sz,785,710,E00,,51,Blitz,Night,Medium,Win,75
Live Chess,2022.12.24,00:44:11,900+10,0-1,oliverJReid,alekscottz,674,777,B22,,78,Rapid,Night,Long,Win,103
Live Chess,2022.12.24,00:23:10,900+10,0-1,alekscottz,ChessG0d9,769,964,D04,,70,Rapid,Night,Long,Loss,-195
Live Chess,2022.12.23,23:48:31,600,0-1,alekscottz,alex23571111,777,796,A10,,56,Blitz,Night,Medium,Loss,-19
Live Chess,2022.12.23,23:33:59,600,1/2-1/2,J-sac,alekscottz,775,785,B23,,122,Blitz,Night,Long,Draw,10
