GameID,Event,Site,Date,UTC_Time,TimeControl,Result,Termination,Variant,White,Black,WhiteElo,BlackElo,ECO,Opening,TotalMoves,NumCaptures,NumChecks,Promotions,WhiteCastled,BlackCastled,FinalMaterial
6799,Live Chess,Chess.com,2025.09.07,23:29:41,180+2,0-1,Spiderchoto won by resignation,,alekscottz,Spiderchoto,1405,1484,B01,,24,7,0,0,True,False,KBNPPPPPPPQR vs KBBNNPPPPPPQR
6800,Live Chess,Chess.com,2025.09.07,23:12:39,180+2,1-0,Bull_et_Bill won by checkmate,,Bull_et_Bill,alekscottz,1432,1412,B01,,129,27,16,2,True,True,KQR vs KQ
6801,Live Chess,Chess.com,2025.09.07,22:56:30,180+2,1-0,alekscottz won by resignation,,alekscottz,srbintilldeath,1420,1481,C25,,160,28,27,1,True,True,KQ vs KR
6802,Live Chess,Chess.com,2025.09.07,16:45:30,180+2,0-1,Herlan0207 won by resignation,,alekscottz,Herlan0207,1410,1418,C25,,42,13,3,0,True,True,KBNPPPPPPR vs KBBPPPPPR
6803,Live Chess,Chess.com,2025.09.07,16:37:55,180+2,1-0,MaliVra won by resignation,,MaliVra,alekscottz,1432,1418,B01,,57,21,1,0,True,True,KNPPPR vs KNPPP
6804,Live Chess,Chess.com,2025.09.07,16:10:27,180+2,1-0,trukren won by checkmate,,trukren,alekscottz,1492,1426,D85,,57,13,1,0,True,True,KBBPPPPPQR vs KBBPPPPQR
6805,Live Chess,Chess.com,2025.09.07,16:01:43,180+2,1/2-1/2,Game drawn by repetition,,alekscottz,papulja,1433,1460,C29,,67,16,4,0,False,True,KBNPPPRR vs KBBPPPRR
6806,Live Chess,Chess.com,2025.09.07,15:37:20,180+2,0-1,MentEntangle won by resignation,,alekscottz,MentEntangle,1432,1438,B23,,78,16,4,1,True,True,KBPPPPR vs KBPPPPPQQ
6807,Live Chess,Chess.com,2025.09.07,01:07:30,180+2,0-1,Ajedrezendecadencia won by resignation,,alekscottz,Ajedrezendecadencia,1440,1476,C25,,48,11,1,0,True,True,KBPPPPPPRR vs KBNPPPPPPRR
6808,Live Chess,Chess.com,2025.09.06,23:16:56,180+2,0-1,alekscottz won by checkmate,,CarapanAH,alekscottz,1465,1448,B01,,68,15,5,0,True,True,KBPPPPPQ vs KPPPPPQRR
6809,Live Chess,Chess.com,2025.09.06,23:08:18,180+2,0-1,alekscottz won by resignation,,DucLauriac,alekscottz,1438,1439,A34,,66,17,1,0,True,True,KPPPPPR vs KBPPPPPR
6810,Live Chess,Chess.com,2025.09.06,22:59:12,180+2,0-1,alekscottz won on time,,nodizon,alekscottz,1438,1431,B01,,70,13,4,0,True,True,KBPPPPPQRR vs KNPPPPQRR
6811,Live Chess,Chess.com,2025.09.06,21:06:14,180+2,1-0,alekscottz won by checkmate,,alekscottz,maaarkDay,1422,1395,C28,,71,15,4,0,True,True,KNPPPPPPQR vs KNPPPPP
6812,Live Chess,Chess.com,2025.09.06,21:05:20,180+2,0-1,alekscottz won - game abandoned,,pablozak,alekscottz,1472,1414,B01,,2,0,0,0,False,False,KBBNNPPPPPPPPQRR vs KBBNNPPPPPPPPQRR
6813,Live Chess,Chess.com,2025.09.06,20:52:25,180+2,1-0,alekscottz won on time,,alekscottz,KnownEnemy12,1404,1440,B12,,93,18,9,0,True,True,KBPPPQ vs KNPPPPQR
6814,Live Chess,Chess.com,2025.09.06,20:48:51,180+2,0-1,Fernandroid won by resignation,,alekscottz,Fernandroid,1395,1493,C10,,34,11,2,0,True,False,KBNPPPPPQR vs KBBPPPPPPQR
6815,Live Chess,Chess.com,2025.09.06,20:22:07,180+2,0-1,alekscottz won on time,,KNK_SCARFACE,alekscottz,1405,1401,B01,,42,9,0,0,True,True,KBNPPPPPPQR vs KBPPPPPPPQRR
6816,Live Chess,Chess.com,2025.09.06,19:48:37,180+2,0-1,dmvaldman won by resignation,,alekscottz,dmvaldman,1393,1437,B23,,96,24,12,0,True,True,KP vs KBBPPR
6817,Live Chess,Chess.com,2025.09.06,19:43:25,180+2,0-1,gsmfm won by resignation,,alekscottz,gsmfm,1400,1511,B23,,51,13,2,0,True,True,KNPPPPPPQ vs KBBPPPPPQR
6818,Live Chess,Chess.com,2025.09.06,17:25:38,180+2,0-1,Kemoo2022 won by resignation,,alekscottz,Kemoo2022,1406,1438,B12,,26,8,0,0,True,True,KBBNPPPPPRR vs KBBNNPPPPPPRR
6819,Live Chess,Chess.com,2025.09.06,17:18:28,180+2,0-1,alekscottz won by resignation,,Foglost,alekscottz,1413,1414,B01,,74,12,0,0,True,True,KBPPPPPRR vs KBNPPPPPPRR
6820,Live Chess,Chess.com,2025.09.06,17:04:05,180+2,1-0,AUwUsto_XD won by resignation,,AUwUsto_XD,alekscottz,1428,1406,B01,,119,23,2,0,True,True,KPPPPR vs KPR
6821,Live Chess,Chess.com,2025.09.06,16:49:15,180+2,1/2-1/2,Game drawn by insufficient material,,iwillbecomestrongerr,alekscottz,1394,1414,D93,,102,30,5,2,True,True,K vs K
6822,Live Chess,Chess.com,2025.09.06,16:46:16,180+2,1-0,alekscottz won by resignation,,alekscottz,JxstinzZez,1415,1400,C25,,41,11,1,0,True,True,KNPPPPPPQRR vs KPPPPPPQRR
6823,Live Chess,Chess.com,2025.09.06,16:27:27,180+2,1/2-1/2,Game drawn by agreement,,littlebear2012,alekscottz,1414,1407,D86,,40,8,1,0,True,True,KBBNPPPPPPQRR vs KBBNPPPPQRR
6824,Live Chess,Chess.com,2025.09.06,16:18:43,180+2,1/2-1/2,Game drawn by insufficient material,,UDAR79,alekscottz,1468,1407,B01,,93,30,8,0,False,True,K vs K
6825,Live Chess,Chess.com,2025.09.06,16:07:52,180+2,1-0,UliBecker won by resignation,,UliBecker,alekscottz,1401,1406,D94,,85,23,7,1,True,True,KBPPP vs KPPP
6826,Live Chess,Chess.com,2025.09.06,15:59:19,180+2,1-0,alekscottz won on time,,alekscottz,ramureddy131gmailc,1415,1382,C25,,69,18,8,0,True,True,KBPPPPR vs KBPPPPP
6827,Live Chess,Chess.com,2025.09.06,14:42:09,180+2,0-1,Joamorau won by checkmate,,alekscottz,Joamorau,1407,1418,B23,,50,14,1,0,True,True,KNPPPPPQ vs KPPPPPPQRR
6828,Live Chess,Chess.com,2025.09.06,14:28:18,180+2,1-0,alekscottz won by resignation,,alekscottz,Yanndozo,1415,1409,B12,,89,22,2,0,True,True,KPPPR vs KNPPR
6829,Live Chess,Chess.com,2025.09.06,14:19:50,180+2,0-1,alekscottz won on time,,GMGabrielcp,alekscottz,1378,1407,B01,,84,25,9,0,True,True,KP vs KPPPP
6830,Live Chess,Chess.com,2025.09.06,12:59:43,180+2,1-0,chessmaster88888888888888 won by resignation,,chessmaster88888888888888,alekscottz,1469,1399,B01,,41,8,1,0,True,True,KBPPPPPPPQRR vs KBPPPPPPPQRR
6831,Live Chess,Chess.com,2025.09.06,12:53:41,180+2,1-0,alekscottz won by resignation,,alekscottz,cubikrubik1,1406,1393,C29,,45,10,1,0,True,True,KBPPPPPPQRR vs KBPPPPPPQRR
6832,Live Chess,Chess.com,2025.09.05,22:11:25,180+2,1-0,NozzyC won by resignation,,NozzyC,alekscottz,1399,1398,A01,,49,13,1,0,True,True,KBPPPPPPRR vs KNPPPPPPR
6833,Live Chess,Chess.com,2025.09.05,22:00:46,180+2,1-0,alekscottz won by resignation,,alekscottz,NarouChess,1406,1410,B23,,101,22,7,0,True,True,KPPPR vs KPPPP
6834,Live Chess,Chess.com,2025.09.05,21:33:27,180+2,1-0,alekscottz won on time,,alekscottz,HeitorOliveira80,1397,1367,C10,,79,16,2,0,True,True,KBPPPQRR vs KBPPPPQR
6835,Live Chess,Chess.com,2025.09.05,20:22:37,180+2,0-1,alekscottz won - game abandoned,,Mo3taz96,alekscottz,1369,1389,B01,,50,14,3,0,True,True,KBBPPPPPP vs KBPPPPPPQ
6836,Live Chess,Chess.com,2025.09.05,14:02:58,180+2,1/2-1/2,Game drawn by insufficient material,,alekscottz,golf98bag,1381,1370,B12,,134,30,18,0,True,True,K vs K
6837,Live Chess,Chess.com,2025.09.05,13:58:03,180+2,1-0,alekscottz won by resignation,,alekscottz,Cheeeeezy,1381,1343,B12,,46,8,1,0,True,True,KBNPPPPPPPQRR vs KBBNPPPPPQR
6838,Live Chess,Chess.com,2025.09.05,13:47:17,180+2,0-1,alekscottz won on time,,QuinJhomCo,alekscottz,1346,1373,B01,,88,21,10,0,True,True,KNPPPR vs KPPPR
6839,Live Chess,Chess.com,2025.09.05,12:59:05,180+2,0-1,alekscottz won by resignation,,XconZA,alekscottz,1347,1365,B01,,52,16,3,0,True,True,KBPPPQR vs KBNPPPPQR
6840,Live Chess,Chess.com,2025.09.05,12:49:34,180+2,1-0,alekscottz won by resignation,,alekscottz,grainfong,1357,1337,B01,,43,9,0,0,True,True,KBBNPPPPPQRR vs KBNNPPPPPRR
6841,Live Chess,Chess.com,2025.09.05,12:27:28,180+2,1-0,NK_Checks won by resignation,,NK_Checks,alekscottz,1464,1349,D80,,111,28,6,0,True,True,KR vs KP
6842,Live Chess,Chess.com,2025.09.05,12:20:11,180+2,0-1,alekscottz won on time,,FredLipp,alekscottz,1344,1355,B01,,48,5,0,0,True,True,KBBNPPPPPPQRR vs KBBNPPPPPPPQRR
6843,Live Chess,Chess.com,2025.09.04,20:32:42,180+2,0-1,bobinos won by resignation,,alekscottz,bobinos,1347,1384,B06,,44,10,5,0,True,False,KBPPPPPPRR vs KBNPPPPPPPQR
6844,Live Chess,Chess.com,2025.09.04,20:31:18,180+2,0-1,DanielLopez09 won by resignation,,alekscottz,DanielLopez09,1355,1350,C28,,22,6,1,0,True,False,KBBNPPPPPQRR vs KBBNNPPPPPPQRR
6845,Live Chess,Chess.com,2025.09.04,20:24:05,180+2,1-0,Kings_Pion won by checkmate,,Kings_Pion,alekscottz,1400,1363,A01,,55,11,1,0,True,True,KBPPPPPPQRR vs KBPPPPPQRR
6846,Live Chess,Chess.com,2025.09.04,20:14:36,180+2,1-0,alekscottz won by resignation,,alekscottz,imaleon,1371,1350,C28,,37,8,1,0,True,True,KBNPPPPPPPQRR vs KBNPPPPPPRR
6847,Live Chess,Chess.com,2025.09.04,15:42:31,180+2,0-1,camsweetheart won by resignation,,alekscottz,camsweetheart,1363,1385,C25,,64,13,4,0,True,True,KNPPPPPPQR vs KPPPPPQRR
6848,Live Chess,Chess.com,2025.09.04,14:17:54,180+2,0-1,alekscottz won - game abandoned,,SuhaibJaf,alekscottz,1387,1371,B07,,50,11,3,0,True,True,KBNNPPPPPPR vs KBNPPPPPRR
6849,Live Chess,Chess.com,2025.09.04,13:54:41,180+2,0-1,alekscottz won by resignation,,DrGaus,alekscottz,1325,1362,D85,,120,22,12,2,True,True,KPPP vs KBPPPQ
6850,Live Chess,Chess.com,2025.09.04,13:33:51,180+2,1-0,alekscottz won by checkmate,,alekscottz,stuckfished,1355,1348,B01,,141,25,13,1,True,True,KQR vs KPPR
6851,Live Chess,Chess.com,2025.09.04,02:11:03,180+2,0-1,alekscottz won on time,,yuvrajcmehra,alekscottz,1352,1347,B01,,110,22,8,0,True,True,KPR vs KPPPPPR
6852,Live Chess,Chess.com,2025.09.04,01:53:35,180+2,0-1,TomSegura won by checkmate,,alekscottz,TomSegura,1339,1351,B23,,48,11,2,0,True,True,KNPPPPPPQRR vs KBBPPPPPQR
6853,Live Chess,Chess.com,2025.09.04,01:29:03,180+2,1/2-1/2,Game drawn by repetition,,alekscottz,Sharvil-CheckMaster,1347,1368,C00,,77,19,13,0,False,True,KPPPRR vs KPPPPRR
6854,Live Chess,Chess.com,2025.09.04,00:59:50,180+2,0-1,alekscottz won on time,,Dasent777,alekscottz,1358,1347,A15,,72,17,2,1,True,True,KNPPPPR vs KNNPPPPP
6855,Live Chess,Chess.com,2025.09.04,00:17:32,180+2,1-0,fenemauri won by resignation,,fenemauri,alekscottz,1347,1338,B01,,119,23,9,0,True,True,KPPPR vs KPPR
6856,Live Chess,Chess.com,2025.09.04,00:09:40,180+2,0-1,alekscottz won by resignation,,tyard,alekscottz,1339,1346,B01,,72,18,4,0,True,True,KPPPPR vs KNPPPPPR
6857,Live Chess,Chess.com,2025.09.03,21:19:57,180+2,0-1,cuadri14 won by checkmate,,alekscottz,cuadri14,1338,1345,B23,,88,20,5,0,True,True,KPPQR vs KBPPPQR
6858,Live Chess,Chess.com,2025.09.03,21:13:23,180+2,1-0,elredel won by resignation,,elredel,alekscottz,1365,1346,D78,,45,13,0,0,True,True,KBBPPPPPPPR vs KPPPPPPR
6859,Live Chess,Chess.com,2025.09.03,21:07:31,180+2,1-0,ZenOfTheBoard won by resignation,,ZenOfTheBoard,alekscottz,1385,1354,B01,,49,8,0,0,True,True,KBBNNPPPPPPRR vs KBBNNPPPPPR
6860,Live Chess,Chess.com,2025.09.03,19:07:08,180+2,1-0,alekscottz won by checkmate,,alekscottz,Yurchamurcha,1362,1340,C10,,75,17,7,0,True,False,KNNPPPPPR vs KPPPPR
6861,Live Chess,Chess.com,2025.09.03,18:59:03,180+2,0-1,clockware won by resignation,,alekscottz,clockware,1354,1434,C03,,42,10,2,0,True,True,KBNPPPPPPQR vs KBNPPPPPPQR
6862,Live Chess,Chess.com,2025.09.03,15:14:18,180+2,0-1,nhvietnhviet won by resignation,,alekscottz,nhvietnhviet,1361,1364,C25,,60,12,2,0,True,True,KBNPPPPPPR vs KBBNPPPPPR
6863,Live Chess,Chess.com,2025.09.03,13:58:56,180+2,1-0,arsalan1797 won by resignation,,arsalan1797,alekscottz,1385,1369,A45,,109,26,10,0,True,True,KPPR vs KR
6864,Live Chess,Chess.com,2025.09.03,13:46:49,180+2,1-0,alekscottz won by resignation,,alekscottz,BlackHopes,1377,1359,C29,,141,23,18,0,False,True,KPPPPR vs KPP
6865,Live Chess,Chess.com,2025.09.03,02:46:31,180+2,1-0,cal16 won on time,,cal16,alekscottz,1382,1369,D93,,53,13,2,0,True,True,KBPPPPPQRR vs KNPPPPQRR
6866,Live Chess,Chess.com,2025.09.03,02:44:42,180+2,0-1,anandupr won by resignation,,alekscottz,anandupr,1377,1375,C25,,24,5,1,0,True,True,KBNPPPPPPPQRR vs KBBNPPPPPPPQRR
6867,Live Chess,Chess.com,2025.09.02,23:37:00,180+2,1-0,Marcos_Monte won by resignation,,Marcos_Monte,alekscottz,1407,1385,B01,,79,21,1,0,True,True,KPPPRR vs KBPPP
6868,Live Chess,Chess.com,2025.09.02,23:19:29,180+2,0-1,alekscottz won by checkmate,,bielzinshow,alekscottz,1469,1393,D82,,56,18,5,0,False,True,KBPPPR vs KBNPPPQR
6869,Live Chess,Chess.com,2025.09.02,23:13:17,180+2,1-0,alekscottz won by checkmate,,alekscottz,ramseth24,1383,1353,C25,,47,10,3,0,True,False,KBNPPPPPPQRR vs KPPPPPPQRR
6870,Live Chess,Chess.com,2025.09.02,23:05:33,180+2,0-1,alekscottz won by checkmate,,c0mr4t,alekscottz,1365,1375,D80,,66,21,6,0,False,True,KBPPR vs KBPPPR
6871,Live Chess,Chess.com,2025.09.02,19:12:03,180+2,0-1,Saccapus won by checkmate,,alekscottz,Saccapus,1367,1386,C28,,120,22,19,0,True,False,KNPPR vs KPPPR
6872,Live Chess,Chess.com,2025.09.02,19:05:55,180+2,0-1,CutiePatoots won by resignation,,alekscottz,CutiePatoots,1375,1419,C02,,22,4,1,0,False,False,KBBNNPPPPPQRR vs KBBNNPPPPPPPQRR
6873,Live Chess,Chess.com,2025.09.02,18:52:13,180+2,0-1,alekscottz won by resignation,,Nm_2000,alekscottz,1363,1382,B01,,138,20,8,0,True,True,KBPPP vs KBNPPPR
6874,Live Chess,Chess.com,2025.09.02,18:40:02,180+2,1-0,alekscottz won on time,,alekscottz,Schtromberg,1374,1354,B23,,21,2,0,0,True,True,KBNNPPPPPPPPQRR vs KBBNPPPPPPPPQRR
6875,Live Chess,Chess.com,2025.09.02,15:35:13,180+2,0-1,alekscottz won by resignation,,ravi_starent,alekscottz,1342,1366,B01,,96,21,4,0,True,True,KPPP vs KPPPPPP
6876,Live Chess,Chess.com,2025.09.02,15:26:22,180+2,0-1,alekscottz won by resignation,,Idk_theory,alekscottz,1321,1358,D02,,86,23,4,0,True,True,KNPR vs KBPPR
6877,Live Chess,Chess.com,2025.09.02,14:45:59,180+2,1-0,alekscottz won by resignation,,alekscottz,NonnoUgo29,1350,1321,C29,,15,6,0,0,False,False,KBBNNPPPPPPPRR vs KBBNPPPPPPRR
6878,Live Chess,Chess.com,2025.09.02,14:31:51,180+2,1-0,alekscottz won by resignation,,alekscottz,Regi97,1342,1330,C11,,95,23,8,0,False,True,KBPPP vs KPPP
6879,Live Chess,Chess.com,2025.09.02,13:50:09,180+2,1-0,Lenno999 won by resignation,,Lenno999,alekscottz,1333,1334,A48,,69,21,3,1,True,True,KNPQR vs KNPPPP
6880,Live Chess,Chess.com,2025.09.02,13:39:41,180+2,1-0,alekscottz won by resignation,,alekscottz,DGIE99,1342,1352,B00,,69,21,3,0,True,True,KBPPPPP vs KPPP
6881,Live Chess,Chess.com,2025.09.02,13:05:15,180+2,1-0,Elshana89 won by resignation,,Elshana89,alekscottz,1329,1333,B01,,51,14,5,0,True,True,KNPPPPQRR vs KBPPPPPQR
6882,Live Chess,Chess.com,2025.09.02,01:49:56,180+2,1-0,Gaiathefiercerook won by checkmate,,Gaiathefiercerook,alekscottz,1343,1341,D94,,99,22,10,0,True,True,KPPPQ vs KPPRR
6883,Live Chess,Chess.com,2025.09.02,01:33:38,180+2,1-0,alekscottz won by resignation,,alekscottz,fqblue,1349,1428,C25,,25,5,0,0,True,False,KBBNNPPPPPPQRR vs KBBNNPPPPPPRR
6884,Live Chess,Chess.com,2025.09.02,01:30:22,180+2,1-0,alekscottz won by resignation,,alekscottz,Dchildress70,1339,1337,B12,,51,15,3,0,True,False,KBNPPPPPRR vs KBNPPPR
6885,Live Chess,Chess.com,2025.09.02,01:25:03,180+2,1-0,alekscottz won by resignation,,alekscottz,jerryyt,1331,1313,B23,,37,7,0,0,True,True,KNNPPPPPPPQRR vs KBBNPPPPPPRR
6886,Live Chess,Chess.com,2025.09.02,01:21:00,180+2,0-1,alekscottz won by resignation,,joehippoman,alekscottz,1312,1323,B06,,43,10,0,0,True,True,KPPPPPPQRR vs KBPPPPPPPQRR
6887,Live Chess,Chess.com,2025.09.02,01:12:05,180+2,1-0,alekscottz won on time,,alekscottz,Blinkidu,1315,1285,C25,,85,23,10,0,True,False,KNPPR vs KNPR
6888,Live Chess,Chess.com,2025.09.01,21:08:55,180+2,0-1,alekscottz won by resignation,,Pavvlito2137,alekscottz,1299,1307,B01,,54,12,0,0,True,True,KPPPPPPQR vs KNPPPPPPQRR
6889,Live Chess,Chess.com,2025.09.01,20:46:33,180+2,1-0,alekscottz won by resignation,,alekscottz,Leif_prest,1299,1288,C25,,73,18,6,0,False,True,KBPPPPPR vs KPPPPR
6890,Live Chess,Chess.com,2025.09.01,20:44:40,180+2,1-0,BorjaEsMejorQtu won by resignation,,BorjaEsMejorQtu,alekscottz,1328,1291,A16,,19,3,0,0,True,True,KBBNNPPPPPPPQRR vs KBNNPPPPPPPQRR
6891,Live Chess,Chess.com,2025.09.01,18:33:44,180+2,0-1,nikhiljain0605 won on time,,alekscottz,nikhiljain0605,1299,1295,C25,,78,16,4,0,True,True,KNPPPPQR vs KBPPPPQR
6892,Live Chess,Chess.com,2025.09.01,18:26:57,180+2,1-0,alekscottz won by resignation,,alekscottz,Schach0366,1308,1313,C25,,69,18,10,0,True,True,KBNPPPPR vs KPPPPR
6893,Live Chess,Chess.com,2023.01.01,06:34:01,600,0-1,alekscottz won by checkmate,,C1TED35,alekscottz,685,732,B23,,122,25,12,1,True,True,K vs KBPPQR
6894,Live Chess,Chess.com,2023.01.01,00:20:21,600,1-0,alekscottz won by checkmate,,alekscottz,Granty06,725,702,A21,,83,21,8,0,False,True,KNPPPRR vs KPPP
6895,Live Chess,Chess.com,2023.01.01,00:13:49,600,1-0,AliTheHutt won by checkmate,,AliTheHutt,alekscottz,696,717,A04,,53,14,7,0,True,True,KNPPPPPPQR vs KBNPPPPR
6896,Live Chess,Chess.com,2022.12.31,23:54:39,600,1-0,GarrickD won by checkmate,,GarrickD,alekscottz,748,726,B23,,125,28,5,1,True,True,KQR vs K
6897,Live Chess,Chess.com,2022.12.31,23:52:21,600,1-0,alekscottz won by resignation,,alekscottz,JohnBungalo,734,735,A22,,24,6,0,0,True,True,KBBNPPPPPPQRR vs KBNNPPPPPPQRR
6898,Live Chess,Chess.com,2022.12.31,23:45:52,600,1-0,alekscottz won by resignation,,alekscottz,Marco_Rivolta,726,750,A20,,28,6,0,0,False,True,KBNPPPPPPPPQRR vs KNPPPPPPPQRR
6899,Live Chess,Chess.com,2022.12.31,23:18:04,600,1/2-1/2,Game drawn by insufficient material,,vaitomapau,alekscottz,712,717,B22,,139,30,11,0,True,False,K vs K
6900,Live Chess,Chess.com,2022.12.31,22:36:05,600,1-0,alekscottz won by checkmate,,alekscottz,madenoglu,717,668,A03,,95,23,6,2,True,False,KNPPQQ vs KPP
6901,Live Chess,Chess.com,2022.12.31,22:20:52,600,1-0,alekscottz won by checkmate,,alekscottz,ChessOwenA,710,684,A02,,109,21,8,1,True,False,KPPPPPPQR vs KP
6902,Live Chess,Chess.com,2022.12.31,21:27:42,600,1-0,esmdb won by checkmate,,esmdb,alekscottz,682,702,B23,,37,10,3,0,True,True,KBNPPPPPQRR vs KBNPPPPPQRR
6903,Live Chess,Chess.com,2022.12.31,21:18:52,600,0-1,alekscottz won by resignation,,chrisms123,alekscottz,657,711,B23,,58,15,3,0,True,False,KPPPPPR vs KBNPPPPPRR
6904,Live Chess,Chess.com,2022.12.31,20:48:08,600,1-0,brezilya won by resignation,,brezilya,alekscottz,759,704,B20,,147,24,10,0,True,True,KPPPP vs KPP
6905,Live Chess,Chess.com,2022.12.31,20:33:38,600,1-0,alekscottz won by resignation,,alekscottz,antprofessional,711,735,A25,,51,11,4,0,True,True,KNPPPPPPQRR vs KPPPPPPPRR
6906,Live Chess,Chess.com,2022.12.31,20:20:39,600,0-1,marvjulius won by checkmate,,alekscottz,marvjulius,702,706,A22,,86,18,1,0,True,True,KPPPPP vs KBPPPPPP
6907,Live Chess,Chess.com,2022.12.31,15:26:50,600,0-1,alekscottz won on time,,zameerkhan45,alekscottz,684,710,B30,,66,16,4,0,True,True,KPPPPPQRR vs KPPPPQR
6908,Live Chess,Chess.com,2022.12.31,15:17:06,600,0-1,alekscottz won by resignation,,SHIELDTHOR,alekscottz,680,702,B20,,24,2,1,0,True,True,KBBNNPPPPPPPPRR vs KBBNPPPPPPPPQRR
6909,Live Chess,Chess.com,2022.12.31,06:51:42,600,1-0,alekscottz won by resignation,,alekscottz,Duvangir1957,694,689,A13,,95,17,4,0,True,False,KBNPPPPR vs KNPPPPP
6910,Live Chess,Chess.com,2022.12.31,06:47:46,600,1-0,NickShoey won by checkmate,,NickShoey,alekscottz,750,686,B20,,21,4,1,0,True,False,KBNPPPPPPPQRR vs KBNNPPPPPPPPQRR
6911,Live Chess,Chess.com,2022.12.31,06:33:22,600,0-1,alekscottz won by resignation,,achiiint,alekscottz,686,693,A00,,68,15,2,0,True,True,KBNPPPPR vs KBPPPPPQR
6912,Live Chess,Chess.com,2022.12.31,06:02:09,600,0-1,gudlay_25 won on time,,alekscottz,gudlay_25,685,680,A21,,156,27,27,5,True,True,KN vs KPQ
6913,Live Chess,Chess.com,2022.12.30,21:28:23,600,0-1,GumbleTWOGumble won - game abandoned,,alekscottz,GumbleTWOGumble,694,750,A25,,16,0,0,0,False,False,KBBNNPPPPPPPPQRR vs KBBNNPPPPPPPPQRR
6914,Live Chess,Chess.com,2022.12.30,20:21:34,600,1-0,Xergxes won - game abandoned,,Xergxes,alekscottz,685,701,B23,,37,12,1,0,True,False,KNPPPPPPQRR vs KPPPPPPRR
6915,Live Chess,Chess.com,2022.12.30,20:15:14,600,0-1,Cocodupe won by resignation,,alekscottz,Cocodupe,710,746,A21,,60,17,5,0,False,True,KPPPPR vs KNPPPPPPR
6916,Live Chess,Chess.com,2022.12.30,19:43:37,600,0-1,hodeihodei won by checkmate,,alekscottz,hodeihodei,718,778,A20,,56,19,2,0,True,True,KNPPPR vs KPPPPQR
6917,Live Chess,Chess.com,2022.12.30,19:12:11,600,0-1,MrJonCorleone won on time,,alekscottz,MrJonCorleone,725,764,D07,,92,22,7,0,True,False,KNNPPR vs KPPP
6918,Live Chess,Chess.com,2022.12.30,17:44:34,600,1-0,jgbadass won by checkmate,,jgbadass,alekscottz,764,732,B23,,119,24,18,2,True,True,KPPQQ vs KPP
6919,Live Chess,Chess.com,2022.12.30,17:36:09,600,0-1,alekscottz won - game abandoned,,HaroonAshraf276,alekscottz,728,740,A00,,54,13,2,0,True,True,KNPPPPPPP vs KNPPPPPPPQ
6920,Live Chess,Chess.com,2022.12.30,17:29:40,600,1-0,brazyboats won by resignation,,brazyboats,alekscottz,739,732,D02,,57,17,3,0,True,False,KPPPPPPQR vs KPPPPR
6921,Live Chess,Chess.com,2022.12.30,17:19:31,600,0-1,Huzyfa25 won by checkmate,,alekscottz,Huzyfa25,740,718,A25,,42,11,3,0,True,False,KPPPPPPQRR vs KBPPPPPPQRR
6922,Live Chess,Chess.com,2022.12.30,17:08:31,600,1-0,alekscottz won by checkmate,,alekscottz,NullerinoChessMaster,749,756,A25,,77,19,7,0,False,False,KBPPPR vs KBPPPPP
6923,Live Chess,Chess.com,2022.12.30,04:45:37,600,1-0,jefflos won by checkmate,,jefflos,alekscottz,749,740,B20,,169,27,15,3,True,False,KQQQ vs K
6924,Live Chess,Chess.com,2022.12.30,04:31:39,600,0-1,DUNGNgunhat won - game abandoned,,alekscottz,DUNGNgunhat,748,756,D20,,44,14,3,0,True,True,KPPPPPRR vs KNNPPPPPRR
6925,Live Chess,Chess.com,2022.12.30,04:25:24,600,0-1,alekscottz won by resignation,,AZDOCTO,alekscottz,755,756,D02,,50,16,2,0,True,True,KBPPPPPR vs KPPPPQRR
6926,Live Chess,Chess.com,2022.12.30,03:26:37,600,0-1,omegapowercs won by checkmate,,alekscottz,omegapowercs,748,799,A10,,54,17,9,0,False,True,KNPPRR vs KBPPPPPRR
6927,Live Chess,Chess.com,2022.12.30,03:20:27,600,0-1,iyyappanr won by resignation,,alekscottz,iyyappanr,755,806,A40,,74,19,8,0,True,False,KPPP vs KNPPPPPPP
6928,Live Chess,Chess.com,2022.12.30,03:03:57,600,1-0,alekscottz won by resignation,,alekscottz,jdiz86,762,746,A21,,53,14,2,0,True,True,KBNPPPPPQR vs KPPPPPPR
6929,Live Chess,Chess.com,2022.12.30,03:00:18,600,1-0,xenobynx won by resignation,,xenobynx,alekscottz,773,754,B23,,17,5,1,0,False,False,KNNPPPPPPPQRR vs KBBNNPPPPPPPPR
6930,Live Chess,Chess.com,2022.12.30,01:04:30,600,0-1,alekscottz won by checkmate,,fatmiko,alekscottz,740,762,B23,,152,29,14,1,True,False,K vs KQ
6931,Live Chess,Chess.com,2022.12.30,00:51:51,600,1-0,alekscottz won by resignation,,alekscottz,Micpyo,754,675,D02,,43,15,1,0,True,True,KBPPPPPPQRR vs KPPPRR
6932,Live Chess,Chess.com,2022.12.29,23:23:22,600,0-1,alekscottz won on time,,elpelaaa,alekscottz,703,748,B21,,84,23,5,0,True,True,KPR vs KPPPRR
6933,Live Chess,Chess.com,2022.12.29,23:04:47,600,0-1,JanCheese won - game abandoned,,alekscottz,JanCheese,741,748,D20,,48,16,3,1,True,True,KPPPPPR vs KBPPPPPRR
6934,Live Chess,Chess.com,2022.12.29,19:48:48,600,1-0,markpham1105 won - game abandoned,,markpham1105,alekscottz,737,749,A80,,51,18,3,0,True,True,KBPPPPPQR vs KPPPP
